,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
559,0.45614943504333494,0.447407796007499,0.003101539611816406,0.0007898821184495975,absolute_error,15,,10,15,"{'criterion': 'absolute_error', 'max_depth': 15, 'max_features': None, 'min_samples_leaf': 10, 'min_samples_split': 15}",-0.017696416927418104,-0.022117283736158344,-0.018897433298780745,-0.023861928982922644,-0.016413864305606516,-0.019797385450177268,0.002777575926273326,850
1063,0.005134868621826172,0.00020918446678972044,0.0023061752319335936,0.00040250904327268714,friedman_mse,20,log2,2,15,"{'criterion': 'friedman_mse', 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 15}",-0.029157395593346444,-0.020582723546170877,-0.015413683100818334,-0.01670710268702671,-0.01715702170029337,-0.01980358532553115,0.0049792483004702254,851
823,0.005307722091674805,0.0005235663832639016,0.0027779579162597657,0.000743823380351629,friedman_mse,10,log2,2,15,"{'criterion': 'friedman_mse', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 15}",-0.030253054013456106,-0.018938351088971447,-0.012696032938710322,-0.02350682333180826,-0.013626795237209076,-0.01980421132203104,0.006516502630129333,852
82,0.02999911308288574,0.040649654505113604,0.002801370620727539,0.0007503547368974753,squared_error,10,sqrt,2,13,"{'criterion': 'squared_error', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 13}",-0.026194772158964943,-0.01978100864090985,-0.022238927466714742,-0.02163658240224299,-0.009176376488927513,-0.01980553343155201,0.005710973597480659,853
1177,0.0056002140045166016,0.000798346924390402,0.0031090259552001955,0.0004789209468156032,poisson,10,sqrt,10,10,"{'criterion': 'poisson', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 10, 'min_samples_split': 10}",-0.021889973079099654,-0.026170487212035198,-0.01402847561994944,-0.023313000248468368,-0.01362669858495039,-0.01980572694890061,0.005073701717221009,854
105,0.005600833892822265,0.0008006228456654879,0.03679943084716797,0.06860347421792183,squared_error,10,log2,3,10,"{'criterion': 'squared_error', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 3, 'min_samples_split': 10}",-0.020329319687269438,-0.024456869520374867,-0.024872098778192322,-0.01598431536431912,-0.013411134002763062,-0.019810747470583763,0.004540248440468192,855
1414,0.07683796882629394,0.13517700622743575,0.005304384231567383,0.0035689877430366774,poisson,20,sqrt,7,13,"{'criterion': 'poisson', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 7, 'min_samples_split': 13}",-0.022186393858963312,-0.01791746024873726,-0.020233208358286674,-0.020222609329280824,-0.01856950561450399,-0.019825835481954414,0.0014910317745886526,856
1176,0.006339120864868164,0.0004261893429403594,0.0030002593994140625,1.8031759644688643e-06,poisson,10,sqrt,10,7,"{'criterion': 'poisson', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 10, 'min_samples_split': 7}",-0.026644515822308732,-0.018133366952255123,-0.013843782805756225,-0.02679791666036348,-0.013737428969968189,-0.01983140224213035,0.005845036533644504,857
430,0.3479455947875977,0.20528513968214337,0.002176380157470703,0.00031588302754455836,absolute_error,10,,5,13,"{'criterion': 'absolute_error', 'max_depth': 10, 'max_features': None, 'min_samples_leaf': 5, 'min_samples_split': 13}",-0.020613477436529342,-0.024217385564233324,-0.015984293453113523,-0.023938252165818203,-0.014404265439427225,-0.019831534811824324,0.004024146305219685,858
496,0.2586669921875,0.16945789994331992,0.002413654327392578,0.0005797278352560996,absolute_error,13,,10,7,"{'criterion': 'absolute_error', 'max_depth': 13, 'max_features': None, 'min_samples_leaf': 10, 'min_samples_split': 7}",-0.017696416927418104,-0.021985301978029496,-0.018897433298780745,-0.024170737840630247,-0.016411831640647998,-0.019832344337101314,0.002849316986602266,859
429,0.6039688587188721,0.025406601789802655,0.0032364368438720704,0.0006453644458192055,absolute_error,10,,5,10,"{'criterion': 'absolute_error', 'max_depth': 10, 'max_features': None, 'min_samples_leaf': 5, 'min_samples_split': 10}",-0.02071495401555653,-0.024771890179628518,-0.01575590644114582,-0.023917090411715806,-0.014003289287253721,-0.01983262606706008,0.004300197478392964,860
1077,0.029341650009155274,0.048120635604875214,0.0028012752532958984,0.0004912443564164538,friedman_mse,20,log2,10,10,"{'criterion': 'friedman_mse', 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 10, 'min_samples_split': 10}",-0.028234565416158826,-0.02018763967931148,-0.016588527260165867,-0.01603627330705167,-0.01816276091658776,-0.019841953315855122,0.004437186168531699,861
295,0.004943752288818359,0.00040596344643884077,0.002913665771484375,0.0001894658550414127,squared_error,18,log2,7,15,"{'criterion': 'squared_error', 'max_depth': 18, 'max_features': 'log2', 'min_samples_leaf': 7, 'min_samples_split': 15}",-0.021089566555483084,-0.02262889651410398,-0.01316770866800574,-0.028529606634690674,-0.013800579052956018,-0.0198432714850479,0.005759212572742052,862
444,0.14896717071533203,0.10916284788013998,0.003462362289428711,0.0011176509078560115,absolute_error,10,sqrt,3,7,"{'criterion': 'absolute_error', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 7}",-0.035156435484878616,-0.017212611435865676,-0.01598517388837404,-0.017429285573404237,-0.013436169961496908,-0.019843935268803892,0.007786867878129109,863
551,0.3900310039520264,0.3279847081963475,0.003400897979736328,0.0014998822999478256,absolute_error,15,,5,15,"{'criterion': 'absolute_error', 'max_depth': 15, 'max_features': None, 'min_samples_leaf': 5, 'min_samples_split': 15}",-0.02065403190718034,-0.025139254641351756,-0.016340402364390556,-0.023308265203587412,-0.013791003378438157,-0.019846591498989645,0.004233460469208286,864
744,0.005798482894897461,0.00116677797245365,0.004000568389892578,0.0016732852145860647,friedman_mse,7,sqrt,3,7,"{'criterion': 'friedman_mse', 'max_depth': 7, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 7}",-0.0245873581528045,-0.017727990202687397,-0.01883898389728809,-0.02347061433717933,-0.014645004584246812,-0.019853990234841225,0.0036923810002356602,865
1008,0.00523529052734375,0.0002713445022500038,0.0026185989379882814,0.0007374076658355255,friedman_mse,18,log2,5,7,"{'criterion': 'friedman_mse', 'max_depth': 18, 'max_features': 'log2', 'min_samples_leaf': 5, 'min_samples_split': 7}",-0.020339934537909353,-0.01781394489543696,-0.016588294584950175,-0.025928198881779205,-0.018677152630397893,-0.01986950510609472,0.0032662654150526333,866
491,0.1227574348449707,0.007794470159633765,0.0022181034088134765,0.0006756889137821575,absolute_error,13,,5,15,"{'criterion': 'absolute_error', 'max_depth': 13, 'max_features': None, 'min_samples_leaf': 5, 'min_samples_split': 15}",-0.020623203305252875,-0.025142507642836393,-0.016252156867922925,-0.023678729272854814,-0.0136518017077345,-0.019869679759320302,0.004350352839809515,867
582,0.09631996154785157,0.13557068425534016,0.0022079944610595703,0.00039673780008602687,absolute_error,15,log2,2,13,"{'criterion': 'absolute_error', 'max_depth': 15, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 13}",-0.02305975669695022,-0.019614800135440657,-0.016942114700726336,-0.020566760151008993,-0.01917781822015634,-0.01987224998085651,0.001988806279888771,868
934,0.006395578384399414,0.0007539272444063175,0.028338909149169922,0.05118740729535647,friedman_mse,15,sqrt,7,13,"{'criterion': 'friedman_mse', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_leaf': 7, 'min_samples_split': 13}",-0.017609094042666917,-0.025403123601869835,-0.015544852377795645,-0.027200558009670157,-0.01364313452919646,-0.019880152512239804,0.005421152524185868,869
488,0.2190922737121582,0.18374505651026035,0.0022145748138427735,0.000508474976658498,absolute_error,13,,5,7,"{'criterion': 'absolute_error', 'max_depth': 13, 'max_features': None, 'min_samples_leaf': 5, 'min_samples_split': 7}",-0.02056791091528552,-0.024998011257857704,-0.016189486056242996,-0.02409945576815643,-0.013550876700468461,-0.019881148139602223,0.004430547504789242,870
1049,0.005011940002441406,0.00030612193897562015,0.0024005889892578123,0.0004908961401542166,friedman_mse,20,sqrt,5,10,"{'criterion': 'friedman_mse', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 10}",-0.024876409729870656,-0.01571755351036029,-0.020183616484456973,-0.02427686853452528,-0.014360366128618655,-0.01988296287756637,0.0042937401185510855,871
772,0.004780721664428711,0.0003929625522611991,0.0027994632720947264,0.0007486353011641417,friedman_mse,7,log2,7,7,"{'criterion': 'friedman_mse', 'max_depth': 7, 'max_features': 'log2', 'min_samples_leaf': 7, 'min_samples_split': 7}",-0.021824058873546912,-0.019202692191267516,-0.020376690365971336,-0.020560755111915834,-0.017456676346882066,-0.019884174577916736,0.001471098229615664,872
170,0.004697418212890625,0.0005967551328942768,0.002611589431762695,0.0003695983668891844,squared_error,13,log2,5,13,"{'criterion': 'squared_error', 'max_depth': 13, 'max_features': 'log2', 'min_samples_leaf': 5, 'min_samples_split': 13}",-0.02552022808231242,-0.018676694420544978,-0.01698005912187326,-0.021210253660618784,-0.01704069147329053,-0.019885585351727995,0.0032093882895451857,873
1194,0.005628538131713867,0.0003673894119709306,0.0027478694915771484,0.0004733457200997286,poisson,10,log2,7,13,"{'criterion': 'poisson', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 7, 'min_samples_split': 13}",-0.02312132113607619,-0.023206988629794832,-0.017027814033579114,-0.021646816530932013,-0.014434044161246423,-0.019887396898325714,0.003535244911406031,874
762,0.035999727249145505,0.05713631940704262,0.0064011096954345705,0.004221966519453343,friedman_mse,7,log2,2,13,"{'criterion': 'friedman_mse', 'max_depth': 7, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 13}",-0.02086567002246737,-0.016285439241583828,-0.023008576388060024,-0.02862865577510777,-0.010659543017138402,-0.01988957688887148,0.006086636984660551,875
270,0.006124734878540039,0.0008796922529948968,0.003235197067260742,0.0005270841475404837,squared_error,18,sqrt,5,13,"{'criterion': 'squared_error', 'max_depth': 18, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 13}",-0.01990988484394418,-0.020672175688289975,-0.019582848260782586,-0.024600993990680303,-0.014698764201062909,-0.01989293339695199,0.0031574954277584764,876
1372,0.006649303436279297,0.0009911546094184382,0.0025214672088623045,0.0005362910461516626,poisson,18,log2,7,7,"{'criterion': 'poisson', 'max_depth': 18, 'max_features': 'log2', 'min_samples_leaf': 7, 'min_samples_split': 7}",-0.027781048478619758,-0.016923696300422387,-0.02150047870015148,-0.020506254870466,-0.012756452295042804,-0.01989358612894048,0.004998568875115474,877
1137,0.0053231239318847655,0.000500577425868084,0.002831697463989258,0.0004122107339255159,poisson,7,log2,10,10,"{'criterion': 'poisson', 'max_depth': 7, 'max_features': 'log2', 'min_samples_leaf': 10, 'min_samples_split': 10}",-0.025323537897886557,-0.01894169165697448,-0.013841383069934429,-0.020372211708043927,-0.02100049820312598,-0.019895864507193075,0.0037006472946281904,878
370,0.2991936683654785,0.1840460181022011,0.002804422378540039,0.0004011052763432854,absolute_error,7,,5,13,"{'criterion': 'absolute_error', 'max_depth': 7, 'max_features': None, 'min_samples_leaf': 5, 'min_samples_split': 13}",-0.023526599192282702,-0.020622783725248683,-0.015362048960972948,-0.022684928264314626,-0.017288735914344742,-0.01989701921143274,0.0031254477690233658,879
1011,0.03794450759887695,0.06479944364134047,0.0028573036193847655,0.0007616670488576885,friedman_mse,18,log2,5,15,"{'criterion': 'friedman_mse', 'max_depth': 18, 'max_features': 'log2', 'min_samples_leaf': 5, 'min_samples_split': 15}",-0.02821088675542009,-0.019822689828155184,-0.014533515579249565,-0.022903403311428285,-0.014113069933297183,-0.01991671308151006,0.005298746360692961,880
110,0.030602073669433592,0.050915902453691424,0.002610588073730469,0.0003726441846249887,squared_error,10,log2,5,13,"{'criterion': 'squared_error', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 5, 'min_samples_split': 13}",-0.020423762481598193,-0.0184551892359425,-0.01569476074628767,-0.026979365277721996,-0.018035638912296578,-0.019917743330769386,0.0038376431135230364,881
1191,0.005714035034179688,0.0003925279810767204,0.0032031059265136717,0.0009795309841704504,poisson,10,log2,5,15,"{'criterion': 'poisson', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 5, 'min_samples_split': 15}",-0.034194213809085744,-0.021071159281593824,-0.014339346202171702,-0.01663301954088922,-0.013370290354163959,-0.01992160583758089,0.007614787829743798,882
428,0.65823392868042,0.03464992552851875,0.0030017375946044924,1.956776097172088e-06,absolute_error,10,,5,7,"{'criterion': 'absolute_error', 'max_depth': 10, 'max_features': None, 'min_samples_leaf': 5, 'min_samples_split': 7}",-0.020849671219191672,-0.024882875812204202,-0.016144265786435297,-0.023649593440568994,-0.014082561771513,-0.019921793605982632,0.004188940915622052,883
239,0.030400466918945313,0.050304895357410624,0.0026000499725341796,0.0004887931764613977,squared_error,15,log2,10,15,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'log2', 'min_samples_leaf': 10, 'min_samples_split': 15}",-0.028949657160990742,-0.015416045763742371,-0.016091035170733653,-0.01937488834907726,-0.01978938885507053,-0.019924203059922912,0.0048331232453907285,884
591,0.19031982421875,0.20198513274755414,0.0032833099365234377,0.0011426908327954528,absolute_error,15,log2,5,15,"{'criterion': 'absolute_error', 'max_depth': 15, 'max_features': 'log2', 'min_samples_leaf': 5, 'min_samples_split': 15}",-0.01643111558124274,-0.018711847251041906,-0.017628182643555538,-0.030680294189369565,-0.01617238166584447,-0.019924764266210843,0.0054536746341650915,885
1284,0.007075977325439453,0.0012606459996140015,0.002227973937988281,0.0002787209412061612,poisson,15,sqrt,3,7,"{'criterion': 'poisson', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 7}",-0.025610652521639337,-0.015560343282262148,-0.011914679310859773,-0.025280216495781258,-0.0212962129212465,-0.019932420906357808,0.005405560167942099,886
283,0.0055999279022216795,0.0011991510619524656,0.0021996498107910156,0.00039982865378422063,squared_error,18,log2,2,15,"{'criterion': 'squared_error', 'max_depth': 18, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 15}",-0.030373569643004587,-0.016314241065745052,-0.01166389618031106,-0.026364862582557255,-0.014957407714109337,-0.019934795437145457,0.0071638585613315285,887
1162,0.007523679733276367,0.00141268858084288,0.03417372703552246,0.0638629334873918,poisson,10,sqrt,2,13,"{'criterion': 'poisson', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 13}",-0.025326482760703015,-0.013956599430030562,-0.014783727786581815,-0.02765154946574166,-0.018033622166963463,-0.019950396322004106,0.005558851558339138,888
500,0.08047480583190918,0.06182625983862968,0.002702140808105469,0.0006041988672787833,absolute_error,13,sqrt,2,7,"{'criterion': 'absolute_error', 'max_depth': 13, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 7}",-0.025713668042627664,-0.020928561208888242,-0.016814439570767233,-0.023311461712070408,-0.013084831348194607,-0.01997059237650963,0.004526301708461641,889
328,0.005127668380737305,0.0004776692283280924,0.0021086215972900392,0.0004815082026800819,squared_error,20,sqrt,5,7,"{'criterion': 'squared_error', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 7}",-0.029421741683423527,-0.014990905617277183,-0.018754755178380586,-0.023216485066338177,-0.013477512840593953,-0.019972280077202687,0.005801648912265365,890
743,0.0384002685546875,0.039479897983724206,0.002800178527832031,0.001165519502691403,friedman_mse,7,sqrt,2,15,"{'criterion': 'friedman_mse', 'max_depth': 7, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 15}",-0.01967608263898031,-0.03011904204105095,-0.020504296389564018,-0.01837628406980924,-0.011187081360957429,-0.01997255730007239,0.006050693712051478,891
666,0.15503525733947754,0.012824100674773938,0.0031749725341796873,0.00041688194260747734,absolute_error,20,,3,13,"{'criterion': 'absolute_error', 'max_depth': 20, 'max_features': None, 'min_samples_leaf': 3, 'min_samples_split': 13}",-0.02419236785986543,-0.026303127654952106,-0.011254271546275703,-0.024030446644882943,-0.01410947826727516,-0.019977938394650268,0.006078378822714758,892
202,0.00825357437133789,0.003453561236032682,0.0032413482666015627,0.0011961661501157263,squared_error,15,sqrt,2,13,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 13}",-0.019621867141013143,-0.024495388865845874,-0.014771084561197712,-0.024047473345793175,-0.016959708026890126,-0.019979104388148004,0.0038292635013550775,893
865,0.005799198150634765,0.0007482413852120662,0.002801322937011719,0.0004024052933458718,friedman_mse,13,sqrt,3,10,"{'criterion': 'friedman_mse', 'max_depth': 13, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 10}",-0.027201089152827623,-0.02966906180283054,-0.009840204753116743,-0.01886896835273807,-0.014318376949301891,-0.019979540202162978,0.007511669064238845,894
894,0.004598760604858398,0.00048785753790526207,0.002400827407836914,0.0004904123873422427,friedman_mse,13,log2,7,13,"{'criterion': 'friedman_mse', 'max_depth': 13, 'max_features': 'log2', 'min_samples_leaf': 7, 'min_samples_split': 13}",-0.021799208522075213,-0.021868593182897016,-0.017741625740293636,-0.022617222240956823,-0.015888347073003267,-0.01998299935184519,0.0026677009962300115,895
1356,0.005417346954345703,0.0005696195184469654,0.0029121875762939454,0.00018277937691026617,poisson,18,sqrt,10,7,"{'criterion': 'poisson', 'max_depth': 18, 'max_features': 'sqrt', 'min_samples_leaf': 10, 'min_samples_split': 7}",-0.02099459725750897,-0.020513039311628394,-0.019369451983044204,-0.022199156901222154,-0.0168416359397946,-0.019983576278639663,0.0018143996120745251,896
1255,0.005728626251220703,0.0007958953643581162,0.002460479736328125,0.0003991297635039871,poisson,13,log2,7,15,"{'criterion': 'poisson', 'max_depth': 13, 'max_features': 'log2', 'min_samples_leaf': 7, 'min_samples_split': 15}",-0.029579013653104717,-0.014087690040757923,-0.017611280280730928,-0.023885891567296987,-0.0147622114773797,-0.019985217403854054,0.005915274850291967,897
1120,0.005192232131958008,0.0005222355822965864,0.002612590789794922,0.00019801750273826436,poisson,7,log2,2,7,"{'criterion': 'poisson', 'max_depth': 7, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 7}",-0.025360410487435602,-0.017182707660012272,-0.016681584891510236,-0.022969845747867788,-0.017742920223251604,-0.0199874938020155,0.0035098896397126526,898
684,0.035199737548828124,0.0017193273091234628,0.0029992103576660157,0.0008939911820609205,absolute_error,20,sqrt,3,7,"{'criterion': 'absolute_error', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 7}",-0.02474665275333124,-0.02110736175412915,-0.016562995874479094,-0.021856931905644875,-0.015683803028612848,-0.019991549063239442,0.0033955074754862674,899
817,0.0043060302734375,0.0004007492897695496,0.0025961875915527345,0.0005246412485885941,friedman_mse,10,sqrt,10,10,"{'criterion': 'friedman_mse', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 10, 'min_samples_split': 10}",-0.019908851736836517,-0.026109766010856943,-0.020571786270381302,-0.020623525370405307,-0.012766476221485546,-0.019996081121993123,0.004251518825223428,900
611,0.31481099128723145,0.28695299763423965,0.002401399612426758,0.000489568443275974,absolute_error,18,,5,15,"{'criterion': 'absolute_error', 'max_depth': 18, 'max_features': None, 'min_samples_leaf': 5, 'min_samples_split': 15}",-0.020648989610576336,-0.025319517828519114,-0.016268658859950654,-0.02372454542538648,-0.014021581455512057,-0.01999665863598893,0.004295463542885003,901
671,0.4449028015136719,0.24655261749747812,0.0029178142547607424,0.0005119423396281643,absolute_error,20,,5,15,"{'criterion': 'absolute_error', 'max_depth': 20, 'max_features': None, 'min_samples_leaf': 5, 'min_samples_split': 15}",-0.020650142135460042,-0.025221723563070366,-0.016222246824646406,-0.023729358869022985,-0.014218394026015806,-0.020008373083643123,0.004225996580430246,902
230,0.030797910690307618,0.0506082624385809,0.004401063919067383,0.002578047446015258,squared_error,15,log2,5,13,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'log2', 'min_samples_leaf': 5, 'min_samples_split': 13}",-0.026898569396943777,-0.013722790523967823,-0.01600240040499014,-0.028502592745411028,-0.014922131372385334,-0.02000969688873962,0.006341179450194322,903
1161,0.031544733047485354,0.050119143348694876,0.003398275375366211,0.0007984211925404902,poisson,10,sqrt,2,10,"{'criterion': 'poisson', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10}",-0.021399090847380835,-0.019031833422379935,-0.019875880621748512,-0.016152712721036987,-0.02359132980367815,-0.020010169483244883,0.0024742255117516324,904
323,0.005599880218505859,0.0004910727701730262,0.002800273895263672,0.0007496179418194444,squared_error,20,sqrt,2,15,"{'criterion': 'squared_error', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 15}",-0.021639890030746706,-0.022790401556148532,-0.01937546409734196,-0.01901745310015122,-0.017299510643236607,-0.020024543885525006,0.0019555385148863195,905
984,0.00621638298034668,0.0007207582785484073,0.0062029361724853516,0.006430396102499814,friedman_mse,18,sqrt,3,7,"{'criterion': 'friedman_mse', 'max_depth': 18, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 7}",-0.02739382663559533,-0.01979202009438629,-0.015572868627722869,-0.02204800774540237,-0.015339352472977809,-0.020029215115216933,0.004477122371062889,906
361,0.5785679817199707,0.048176097861472096,0.0031394004821777345,0.00027673254233258576,absolute_error,7,,2,10,"{'criterion': 'absolute_error', 'max_depth': 7, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 10}",-0.02764963121774268,-0.023480297216303833,-0.009906774137013102,-0.024012545569752908,-0.015102849025392865,-0.02003041943324108,0.006520437373526242,907
286,0.0049975872039794925,0.0006277447292715946,0.0024007320404052734,0.0004903894181922719,squared_error,18,log2,3,13,"{'criterion': 'squared_error', 'max_depth': 18, 'max_features': 'log2', 'min_samples_leaf': 3, 'min_samples_split': 13}",-0.016834456443763406,-0.023777624435284552,-0.015942331497908083,-0.029216692759493523,-0.014400551507939197,-0.020034331328877754,0.0056044828787460595,908
215,0.005405521392822266,0.0013698512333851479,0.003127431869506836,0.00020082853853315292,squared_error,15,sqrt,7,15,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_leaf': 7, 'min_samples_split': 15}",-0.02606732898451817,-0.021212988320469327,-0.015875856540305676,-0.02024317393261519,-0.016775701935746835,-0.02003500994273104,0.003626058025909371,909
1228,0.035807228088378905,0.05500199021614685,0.036995220184326175,0.0649159043862635,poisson,13,sqrt,5,7,"{'criterion': 'poisson', 'max_depth': 13, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 7}",-0.016922009779265428,-0.022488126778609903,-0.01753412082928094,-0.02513962046620838,-0.01826548508545272,-0.020069872587763472,0.003198286678295448,910
1355,0.0064890384674072266,0.0008267295471255314,0.0027330875396728515,0.00038049249647841937,poisson,18,sqrt,7,15,"{'criterion': 'poisson', 'max_depth': 18, 'max_features': 'sqrt', 'min_samples_leaf': 7, 'min_samples_split': 15}",-0.01795181386300111,-0.022160728513112526,-0.01842565708879972,-0.02181916853154781,-0.020011025925799165,-0.020073678784452063,0.0017102469214730575,911
277,0.005219554901123047,0.0002818352306217942,0.002214193344116211,0.00025946045781382096,squared_error,18,sqrt,10,10,"{'criterion': 'squared_error', 'max_depth': 18, 'max_features': 'sqrt', 'min_samples_leaf': 10, 'min_samples_split': 10}",-0.02463478843374487,-0.020444237040291663,-0.015093869258027191,-0.026643885818159994,-0.01357014262354157,-0.02007738463475306,0.0051225593597095205,912
440,0.1133920669555664,0.06495543977320915,0.034853458404541016,0.059870995695325425,absolute_error,10,sqrt,2,7,"{'criterion': 'absolute_error', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 7}",-0.024967413151863235,-0.023227131080981737,-0.022735735826025904,-0.017623475771408274,-0.011838505067926967,-0.020078452179641222,0.004791678456612648,913
1104,0.00624995231628418,0.0014749081535351573,0.0045621395111083984,0.0036968544525550285,poisson,7,sqrt,3,7,"{'criterion': 'poisson', 'max_depth': 7, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 7}",-0.018755234380623424,-0.024567851020402546,-0.019291678592461586,-0.018637986757630797,-0.019168212707080707,-0.020084192691639812,0.002255124463730329,914
371,0.2982611179351807,0.1687609268925213,0.0025148391723632812,0.0004479639570401205,absolute_error,7,,5,15,"{'criterion': 'absolute_error', 'max_depth': 7, 'max_features': None, 'min_samples_leaf': 5, 'min_samples_split': 15}",-0.0235056808640506,-0.02115380095581283,-0.015899025184591624,-0.022434269645053274,-0.017445574792414143,-0.020087670288384492,0.0029275032314745497,915
508,0.02934131622314453,0.0017050160961837838,0.0023999691009521486,0.0004908172541226034,absolute_error,13,sqrt,5,7,"{'criterion': 'absolute_error', 'max_depth': 13, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 7}",-0.017783480112244416,-0.021819877544191547,-0.019914155438186885,-0.02129414974299093,-0.019633445427912264,-0.02008902165310521,0.0014143440540021065,916
42,0.004984664916992188,0.0008776103552755247,0.025463151931762695,0.04543333072751314,squared_error,7,log2,2,13,"{'criterion': 'squared_error', 'max_depth': 7, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 13}",-0.027213724853122425,-0.02005367392596967,-0.017964598937603493,-0.017634533545533355,-0.01765738549241573,-0.020104783350928936,0.0036663862632538265,917
825,0.033937501907348636,0.05788002077504994,0.0027809619903564455,0.00027605936984850284,friedman_mse,10,log2,3,10,"{'criterion': 'friedman_mse', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 3, 'min_samples_split': 10}",-0.02395582161358627,-0.019475756925131236,-0.01772064753148475,-0.021531921267292906,-0.017851681174385448,-0.02010716570237612,0.0023674221094953075,918
112,0.0057240486145019535,0.0006355857551482431,0.026888370513916016,0.04827578343656113,squared_error,10,log2,7,7,"{'criterion': 'squared_error', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 7, 'min_samples_split': 7}",-0.02198928524118553,-0.024595706508083053,-0.014626113237466723,-0.025475666059943145,-0.01386366846379007,-0.020110087902093704,0.0049301788975072034,919
276,0.004960346221923828,0.0007104770032395826,0.0025807857513427735,0.0003294799362595949,squared_error,18,sqrt,10,7,"{'criterion': 'squared_error', 'max_depth': 18, 'max_features': 'sqrt', 'min_samples_leaf': 10, 'min_samples_split': 7}",-0.02637334588815184,-0.01439498537181863,-0.01459613638683433,-0.03029147975295866,-0.014972394396044296,-0.02012566835916155,0.006816889021743835,920
714,0.02787127494812012,0.0027490464121890097,0.002524662017822266,0.0006698642850919772,absolute_error,20,log2,7,13,"{'criterion': 'absolute_error', 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 7, 'min_samples_split': 13}",-0.01997974897112979,-0.01939519191375846,-0.012835098457454376,-0.024498843987640212,-0.023967875860575968,-0.020135351838111763,0.004185547813832567,921
1184,0.00579986572265625,0.000400357532605617,0.0030010223388671877,2.3135203305641564e-06,poisson,10,log2,3,7,"{'criterion': 'poisson', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 3, 'min_samples_split': 7}",-0.024590286431824607,-0.017387339262289067,-0.019715640494329268,-0.02156081718818601,-0.017498679730559817,-0.020150552621437758,0.0027039603884367433,922
